College,Department,Category,Cutoff
S J B Institute of Technology Kengeri Bangalore (ATNMS),EC Electronics,GMR,41370
S J B Institute of Technology Kengeri Bangalore (ATNMS),EC Electronics,SCG,146396
S J B Institute of Technology Kengeri Bangalore (ATNMS),EC Electronics,SCK,176474
S J B Institute of Technology Kengeri Bangalore (ATNMS),EC Electronics,SCR,207499
S J B Institute of Technology Kengeri Bangalore (ATNMS),EC Electronics,STG,163272
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,1G,103817
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,2AG,95713
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,2AR,96937
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,2BG,156510
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,3AG,71746
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,3BG,81340
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,GM,71703
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,GMK,80784
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,GMR,86625
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,SCG,195900
S J B Institute of Technology Kengeri Bangalore (ATNMS),EE Electrical,STG,163216
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,1G,38766
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,2AG,37155
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,2AK,42901
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,2AR,41678
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,2BG,63964
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,3AG,31528
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,3BG,35023
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,3BK,42407
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,3BR,39271
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,GM,31011
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,GMK,41313
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,GMR,35012
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,SCG,140688
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,SCK,171057
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,SCR,174872
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,STG,142104
S J B Institute of Technology Kengeri Bangalore (ATNMS),IE Info.Science,STR,150342
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,2AG,164244
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,2BG,172150
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,3AG,141287
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,3BG,137544
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,GM,132359
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,GMR,146781
S J B Institute of Technology Kengeri Bangalore (ATNMS) PUBLIC UNIV,ME Mechanical,SCG,210684
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),1G,140267
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),2AG,126983
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),2BG,137923
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),2BR,168091
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),3AG,116351
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),3BG,119272
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),GM,113439
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),GMR,115289
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),SCG,222837
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CA CS (AI Machine Learning),STG,254961
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,1G,139354
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,2AG,123599
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,2AK,143005
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,2AR,139904
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,2BG,122049
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,3AG,95349
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,3BG,103996
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,3BR,105360
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,GM,93626
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,GMK,100282
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,GMR,103022
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,SCG,189269
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,SCK,201336
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,SCR,208014
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,STG,215479
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CS Computers,STR,244161
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,2AG,142775
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,2AR,166948
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,2BG,138409
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,3BG,132230
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,GM,123800
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,GMR,146629
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,CY CS- Cyber Security,SCG,272530
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,1G,147974
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,1R,165892
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2AG,147175
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2BG,145866
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,3AG,124679
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,3BG,125627
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GM,121249
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GMK,141004
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GMR,143390
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,SCG,241961
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,STG,269041
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,1G,149542
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,2AG,133059
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,2AK,181358
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,2AR,165763
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,2BG,137200
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,3BG,127245
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,GM,125209
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,GMK,143946
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,GMR,134414
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,SCG,253005
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,EC Electronics,STG,199854
R.L.Jalappa Institute of Technology Bangalore Rural Dist PUBLIC UNIV,ME Mechanical,GM,273822
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),1G,23774
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),1R,25085
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),2AG,23624
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),2AK,27533
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),2AR,30011
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),2BG,36152
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),2BR,58130
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),3AG,18572
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),3BG,19945
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),3BR,23317
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),GM,17404
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),GMK,26176
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),GMR,21669
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),SCG,76700
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),SCK,95046
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),SCR,104802
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),STG,81201
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),STK,86495
RNS Institute of Technology Bangalore PUBLIC UNIV,CA CS (AI Machine Learning),STR,87837
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,1G,170242
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,2AG,192051
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,2BG,183968
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,3AG,138413
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,3AR,255110
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,3BG,161349
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,GM,136974
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,GMK,140616
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,GMR,186409
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,SCG,191806
RNS Institute of Technology Bangalore PUBLIC UNIV,CE Civil,STG,154912
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,1G,22944
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,1R,28041
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,2AG,20399
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,2AK,27541
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,2AR,23615
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,2BG,29645
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,2BK,45633
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,2BR,48156
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,3AG,15706
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,3AR,18696
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,3BG,16818
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,3BK,26452
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,3BR,18949
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,GM,14875
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,GMK,19713
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,GMR,18534
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,SCG,69867
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,SCK,116666
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,SCR,92700
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,STG,67216
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,STK,67822
RNS Institute of Technology Bangalore PUBLIC UNIV,CS Computers,STR,84154
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,1G,28213
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,2AG,25366
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,2AR,33634
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,2BG,40387
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,3AG,19841
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,3BG,19152
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,GM,19001
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,GMK,29499
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,GMR,22966
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,SCG,75754
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,SCR,105527
RNS Institute of Technology Bangalore PUBLIC UNIV,CY CS- Cyber Security,STG,66050
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,1G,25775
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2AG,23751
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2AR,27516
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2BG,33496
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2BR,37368
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,3AG,19795
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,3BG,20683
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GM,18798
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GMK,25892
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GMR,22344
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,SCG,79643
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,SCK,106592
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,SCR,110328
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,STG,87382
RNS Institute of Technology Bangalore PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,STR,88986
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,1G,28981
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,2AG,26227
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,2AK,29477
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,2AR,30293
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,2BG,35616
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,3AG,21702
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,3BG,23760
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,3BR,28884
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,GM,20856
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,GMK,28317
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,GMR,26288
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,SCG,94472
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,SCK,100691
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,SCR,114405
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,STG,89902
RNS Institute of Technology Bangalore PUBLIC UNIV,EC Electronics,STR,124133
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,1G,62947
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,1K,71156
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,2AG,50777
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,2AR,57412
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,2BG,74248
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,3AG,47649
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,3AK,72697
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,3BG,54374
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,GM,43326
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,GMR,53439
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,SCG,121130
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,SCR,155515
RNS Institute of Technology Bangalore PUBLIC UNIV,EE Electrical,STG,155672
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,1G,146794
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,2AG,121889
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,2AR,207358
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,2BG,130408
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,3AG,110859
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,3AK,241306
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,3BG,105166
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,GM,84791
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,GMR,130945
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,SCG,226862
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,SCR,267343
RNS Institute of Technology Bangalore PUBLIC UNIV,ME Mechanical,STG,162769
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,CE Civil,GM,269484
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,CS Computers,2AG,95638
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,CS Computers,GM,70841
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,CS Computers,SCG,135052
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,CS Computers,SCR,199296
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,CS Computers,STG,156185
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,EC Electronics,1G,161740
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,EC Electronics,GM,130370
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,EC Electronics,GMK,144408
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,EC Electronics,SCG,138941
K C T Engineering College Roza(B) Gulbarga PUBLIC UNIV,ME Mechanical,GM,253319
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CE Civil,GM,268233
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,1G,134670
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,2AG,135615
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,2AR,149150
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,2BG,125188
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,3AG,107510
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,3AR,135961
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,3BG,113442
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,GM,104164
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,GMK,118666
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,GMR,120339
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,SCG,191793
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,SCK,233883
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,SCR,237809
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,STG,209895
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,CS Computers,STR,272607
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,1G,150510
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,2AG,159789
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,2AR,178878
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,2BG,145569
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,2BK,271269
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,3AG,143852
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,3BG,135604
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,GM,134963
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,GMR,144666
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,EC Electronics,SCG,263606
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,1G,135657
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,2AG,162108
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,2AK,219400
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,2BG,136906
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,3AG,133264
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,3BG,128617
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,3BR,165762
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,GM,127198
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,GMR,141018
Jnanavikasa Institute of Technology Ramanagar-Dist PUBLIC UNIV,IE Info.Science,SCG,270778
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,1G,113268
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,1K,156422
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,1R,196249
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,2AG,116506
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,2BG,125392
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,3AG,104400
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,3AR,122653
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,3BG,97683
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,GM,88825
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,GMR,108196
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,SCG,218810
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,AI Artificial Intelligence,STG,92295
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CE Civil,GM,224282
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,1G,137011
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,2AG,97661
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,2AR,114157
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,2BG,118559
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,3AG,81681
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,3BG,90036
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,3BR,97802
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,GM,64126
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,GMK,65925
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,GMR,82595
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,SCG,201308
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,SCK,249152
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,SCR,266045
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,STG,138164
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,CS Computers,STR,239692
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,1G,213694
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2AG,128824
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2AR,131736
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,2BG,139267
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,3AG,130197
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,3BG,100389
