College,Department,Category,Cutoff
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,2AG,191376
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,2AR,218521
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,3AG,185461
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,3BG,178305
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,GM,169659
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,GMK,177529
E197 Veerappa Nisty Engineering College Yadigir Dist,EC Electronics,GMR,183762
E197 Veerappa Nisty Engineering College Yadigir Dist,EE Electrical,GM,273995
E197 Veerappa Nisty Engineering College Yadigir Dist,ME Mechanical,GM,165179
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,1K,231826
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,2AG,179205
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,2AR,254397
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,3AG,263857
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,3BG,117840
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,GM,96124
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,GMR,141121
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,SCG,228971
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,SCR,248999
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BB B Tech in EC,STG,131268
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BH B Tech in AI,2AG,128668
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BH B Tech in AI,2AK,196200
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BH B Tech in AI,2BG,83295
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BH B Tech in AI,3AG,118451
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BH B Tech in AI,GM,80737
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BH B Tech in AI,SCG,152667
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BJ B Tech in EE,2AG,260713
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BJ B Tech in EE,GM,138779
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BJ B Tech in EE,SCG,192328
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BP B Tech in CE,GM,268274
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,1G,77050
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,2AG,73868
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,2AR,92055
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,3AG,81266
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,3BG,72322
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,GM,53805
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,GMK,57301
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,GMR,80950
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,SCG,110281
E198 Sharnbasva University College for Women (Formerly Godutai) Gulbarga,BW B Tech in CS,STG,204874
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),2AG,87323
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),2BG,95273
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),3AG,155909
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),3BG,86464
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),GM,82506
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),GMR,99063
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),SCG,157765
E199 AGM Rural Engineering College Hubli Darward (D),CA CS (AI Machine Learning),STG,159054
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,1G,174172
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,2AG,141754
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,2AK,179308
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,3AG,114590
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,GM,113122
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,GMK,135700
E199 AGM Rural Engineering College Hubli Darward (D),CD Computer Sc. and Design,SCG,204161
E199 AGM Rural Engineering College Hubli Darward (D),CE Civil,2AG,215331
E199 AGM Rural Engineering College Hubli Darward (D),CE Civil,2BG,230081
E199 AGM Rural Engineering College Hubli Darward (D),CE Civil,GM,210559
E199 AGM Rural Engineering College Hubli Darward (D),CE Civil,GMR,243651
E199 AGM Rural Engineering College Hubli Darward (D),CE Civil,SCG,238239
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,1G,96682
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,2AG,94981
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,2AK,118420
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,2AR,119527
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,2BG,75448
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,3AG,96247
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,3BG,77006
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,3BR,90392
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,GM,73677
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,GMK,75071
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,GMR,89140
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,SCG,141442
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,SCR,172245
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,STG,128317
E199 AGM Rural Engineering College Hubli Darward (D),CS Computers,STR,167943
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,1G,104702
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,2AG,115310
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,2AR,157760
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,2BG,115735
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,2BR,212708
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,3AG,108445
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,3BG,96259
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,GM,94605
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,GMK,107654
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,GMR,108707
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,SCG,220608
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,SCR,229777
E199 AGM Rural Engineering College Hubli Darward (D),EC Electronics,STG,251117
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,2AG,135785
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,2AR,167879
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,2BG,128462
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,3BG,129511
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,GM,126984
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,GMR,154841
E199 AGM Rural Engineering College Hubli Darward (D),EE Electrical,SCG,235766
E199 AGM Rural Engineering College Hubli Darward (D),ME Mechanical,3BG,267334
E199 AGM Rural Engineering College Hubli Darward (D),ME Mechanical,GM,264868
E199 AGM Rural Engineering College Hubli Darward (D),ME Mechanical,GMR,265004
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,1G,133995
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,2AG,134937
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,2AK,177110
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,2BG,124953
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,3AG,113282
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,3AR,120126
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,3BG,117044
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,GM,110455
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,GMK,144659
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,GMR,118525
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,SCG,214988
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,STG,135011
E188 Vijaya Vittala Institute of Technology Bangalore,AI Artificial Intelligence,STR,178664
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,1G,147150
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,2AG,129650
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,2AR,170717
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,2BG,119538
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,3AG,113201
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,3AR,149587
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,3BG,119517
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,3BK,181384
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,GM,102083
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,GMK,122723
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,GMR,143443
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,SCG,172409
E201 Gopalan College of Engineering and Management White Field Bangalore,AE Aeronaut.Engg,STG,201606
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),1G,100887
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),2AG,119036
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),2BG,83398
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),2BR,179183
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),3AG,92382
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),3BG,92910
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),GM,80189
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),GMK,96468
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),GMR,92879
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),SCG,156014
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),SCR,261574
E201 Gopalan College of Engineering and Management White Field Bangalore,CA CS (AI Machine Learning),STG,218555
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,1G,100300
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,2AG,104000
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,2AK,131842
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,2AR,139080
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,2BG,84696
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,3AG,88346
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,3BG,81490
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,3BR,95342
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,GM,77564
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,GMK,108177
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,GMR,90515
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,SCG,137074
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,SCK,173245
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,SCR,186528
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,STG,164150
E201 Gopalan College of Engineering and Management White Field Bangalore,CS Computers,STR,239996
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,1G,147896
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,2AG,136128
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,2AR,157182
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,2BG,134093
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,3AG,121356
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,3BG,133719
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,3BR,146086
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,GM,121255
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,GMK,150680
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,GMR,132251
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,SCG,178426
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,SCK,192856
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,SCR,210631
E201 Gopalan College of Engineering and Management White Field Bangalore,EC Electronics,STG,226717
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,1G,115989
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,1R,177398
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,2AG,108346
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,2AK,200257
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,2BG,103101
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,3AG,99971
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,3AR,109649
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,3BG,104311
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,GM,98863
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,GMK,114732
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,GMR,102930
E201 Gopalan College of Engineering and Management White Field Bangalore,IE Info.Science,SCG,159958
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,1R,175830
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,2AG,174741
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,2BG,156805
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,3AG,145832
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,3AR,174203
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,3BG,141202
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,GM,132046
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,GMR,162381
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,SCG,239741
E202 Sampoorna Institute of Technology and Research Ramanagara (D),AD Artificial Intel Data Sc,STG,202467
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),1G,187321
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),2AG,170990
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),2BG,165602
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),3AG,163997
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),3AR,192338
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),3BG,163796
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),GM,159158
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),GMR,170101
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CA CS (AI Machine Learning),SCG,268492
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CE Civil,GM,270666
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,1G,146133
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,2AG,162410
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,2AR,168001
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,2BG,154526
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,3AG,145580
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,3AR,158877
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,3BG,151147
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,3BR,159314
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,GM,141740
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,GMK,158381
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,GMR,156810
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,SCG,243344
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,SCK,269834
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,SCR,273685
E202 Sampoorna Institute of Technology and Research Ramanagara (D),CS Computers,STG,257012
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,1G,186700
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,2AG,189250
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,2AK,192606
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,2AR,239223
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,2BG,191055
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,3AG,172522
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,3BG,170466
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,3BR,192321
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,GM,167330
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,GMK,169853
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,GMR,179213
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EC Electronics,SCG,220923
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EE Electrical,2AG,205761
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EE Electrical,2BG,240603
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EE Electrical,3BG,185382
E202 Sampoorna Institute of Technology and Research Ramanagara (D),EE Electrical,GM,183417
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,1G,80997
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,2AG,92461
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,2AR,137614
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,2BG,82199
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,3AG,80033
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,3BG,82645
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,3BR,120262
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,GM,78624
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,GMK,142618
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,GMR,114437
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,SCG,196127
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,SCR,232200
E203 K.S. School of Engineering And Management Mallasandra Bangalore,AD Artificial Intel Data Sc,STG,226155
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,1G,121646
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,2AG,97747
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,2AR,195625
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,2BG,115355
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,3AG,96777
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,3BG,112183
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,3BK,195590
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,GM,94550
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,GMR,126463
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CB Comp. Sc. and Bus Sys.,SCG,201347
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CE Civil,GM,254818
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,1G,61790
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,2AG,82248
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,2AK,114619
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,2AR,131443
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,2BG,89087
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,3AG,60917
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,3AR,90318
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,3BG,63058
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,GM,60782
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,GMK,80826
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,GMR,88430
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,SCG,178671
E203 K.S. School of Engineering And Management Mallasandra Bangalore,CS Computers,SCR,271129
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,1G,129631
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,2AG,109945
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,2AR,172877
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,2BG,127437
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,3AG,112662
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,3BG,108743
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,3BR,151728
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,GM,102458
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,GMK,102984
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,GMR,115188
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,SCG,243011
E203 K.S. School of Engineering And Management Mallasandra Bangalore,EC Electronics,STG,226841
E203 K.S. School of Engineering And Management Mallasandra Bangalore,ME Mechanical,GM,263903
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,1G,107532
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,2AG,128783
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,2AR,130991
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,2BG,129657
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,3AG,102205
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,3BG,102448
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,3BR,132777
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,GM,99043
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,GMK,149802
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,GMR,119065
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,SCG,217887
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,SCK,220248
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,SCR,225292
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,AI Artificial Intelligence,STG,251662
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CE Civil,GM,267456
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,1G,141212
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,2AG,141499
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,2AR,199520
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,2BG,123835
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,3AG,123176
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,3BG,122339
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,GM,121105
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,GMK,159263
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,GMR,129451
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,SCG,262587
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CO Computer Engineering,STG,268670
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,1G,97286
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,2AG,120103
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,2AK,137957
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,2AR,129371
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,2BG,115610
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,3AG,105022
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,3BG,101130
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,3BR,118102
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,GM,94830
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,GMK,112391
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,GMR,109742
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,SCG,199953
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,SCK,265808
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,SCR,268880
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,STG,184617
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,CS Computers,STR,267853
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,1G,143068
